ID,evento,lugar,value,ID_order,fecha,Fecha,WeekDay
18,Riesgovital,Regiones,0,35,Sábado 30 de noviembre de 2019,NA,NA
18,Fallecidos (acumulado),RM,3,35,Sábado 30 de noviembre de 2019,NA,NA
18,Fallecidos (acumulado),Regiones,3,35,Sábado 30 de noviembre de 2019,NA,NA
19,Atenciones de UrgenciaÚltimas24 hrs.,RM,17,34,Viernes 29 de noviembre de 2019,NA,NA
19,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,72,34,Viernes 29 de noviembre de 2019,NA,NA
19,Pacientes HospitalizadosÚltimas24 hrs.,RM,3,34,Viernes 29 de noviembre de 2019,NA,NA
19,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,5,34,Viernes 29 de noviembre de 2019,NA,NA
19,Pacientes Hospitalizados (actuales),RM,33,34,Viernes 29 de noviembre de 2019,NA,NA
19,Pacientes Hospitalizados (actuales),Regiones,51,34,Viernes 29 de noviembre de 2019,NA,NA
19,Riesgovital,RM,0,34,Viernes 29 de noviembre de 2019,NA,NA
19,Riesgovital,Regiones,0,34,Viernes 29 de noviembre de 2019,NA,NA
19,Fallecidos (acumulado),RM,3,34,Viernes 29 de noviembre de 2019,NA,NA
19,Fallecidos (acumulado),Regiones,3,34,Viernes 29 de noviembre de 2019,NA,NA
20,Atenciones de UrgenciaÚltimas24 hrs.,RM,34,33,Jueves 28 de noviembre de 2019,NA,NA
20,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,96,33,Jueves 28 de noviembre de 2019,NA,NA
20,Pacientes HospitalizadosÚltimas24 hrs.,RM,7,33,Jueves 28 de noviembre de 2019,NA,NA
20,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,7,33,Jueves 28 de noviembre de 2019,NA,NA
20,Pacientes Hospitalizados (actuales),RM,37,33,Jueves 28 de noviembre de 2019,NA,NA
20,Pacientes Hospitalizados (actuales),Regiones,52,33,Jueves 28 de noviembre de 2019,NA,NA
20,Riesgovital,RM,0,33,Jueves 28 de noviembre de 2019,NA,NA
20,Riesgovital,Regiones,0,33,Jueves 28 de noviembre de 2019,NA,NA
20,Fallecidos (acumulado),RM,3,33,Jueves 28 de noviembre de 2019,NA,NA
20,Fallecidos (acumulado),Regiones,3,33,Jueves 28 de noviembre de 2019,NA,NA
21,Atenciones de UrgenciaÚltimas24 hrs.,RM,27,32,Martes 26 de noviembre de 2019,NA,NA
21,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,72,32,Martes 26 de noviembre de 2019,NA,NA
21,Pacientes HospitalizadosÚltimas24 hrs.,RM,4,32,Martes 26 de noviembre de 2019,NA,NA
21,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,5,32,Martes 26 de noviembre de 2019,NA,NA
21,Pacientes Hospitalizados (actuales),RM,42,32,Martes 26 de noviembre de 2019,NA,NA
21,Pacientes Hospitalizados (actuales),Regiones,44,32,Martes 26 de noviembre de 2019,NA,NA
21,Riesgovital,RM,0,32,Martes 26 de noviembre de 2019,NA,NA
21,Riesgovital,Regiones,0,32,Martes 26 de noviembre de 2019,NA,NA
21,Fallecidos (acumulado),RM,3,32,Martes 26 de noviembre de 2019,NA,NA
21,Fallecidos (acumulado),Regiones,3,32,Martes 26 de noviembre de 2019,NA,NA
22,Atenciones de UrgenciaÚltimas24 hrs.,RM,21,31,Lunes 25 de noviembre de 2019,NA,NA
22,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,9,31,Lunes 25 de noviembre de 2019,NA,NA
22,Pacientes HospitalizadosÚltimas24 hrs.,RM,3,31,Lunes 25 de noviembre de 2019,NA,NA
22,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,31,Lunes 25 de noviembre de 2019,NA,NA
22,Pacientes Hospitalizados (actuales),RM,44,31,Lunes 25 de noviembre de 2019,NA,NA
22,Pacientes Hospitalizados (actuales),Regiones,50,31,Lunes 25 de noviembre de 2019,NA,NA
22,Riesgovital,RM,1,31,Lunes 25 de noviembre de 2019,NA,NA
22,Riesgovital,Regiones,1,31,Lunes 25 de noviembre de 2019,NA,NA
22,Fallecidos (acumulado),RM,3,31,Lunes 25 de noviembre de 2019,NA,NA
22,Fallecidos (acumulado),Regiones,3,31,Lunes 25 de noviembre de 2019,NA,NA
23,Atenciones de UrgenciaÚltimas24 hrs.,RM,37,30,Domingo 24 de noviembre de 2019,NA,NA
23,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,38,30,Domingo 24 de noviembre de 2019,NA,NA
23,Pacientes HospitalizadosÚltimas24 hrs.,RM,3,30,Domingo 24 de noviembre de 2019,NA,NA
23,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,30,Domingo 24 de noviembre de 2019,NA,NA
23,Pacientes Hospitalizados (actuales),RM,50,30,Domingo 24 de noviembre de 2019,NA,NA
23,Pacientes Hospitalizados (actuales),Regiones,52,30,Domingo 24 de noviembre de 2019,NA,NA
23,Riesgovital,RM,1,30,Domingo 24 de noviembre de 2019,NA,NA
23,Riesgovital,Regiones,1,30,Domingo 24 de noviembre de 2019,NA,NA
23,Fallecidos (acumulado),RM,3,30,Domingo 24 de noviembre de 2019,NA,NA
23,Fallecidos (acumulado),Regiones,3,30,Domingo 24 de noviembre de 2019,NA,NA
24,Atenciones de UrgenciaÚltimas24 hrs.,RM,99,29,Sábado 23 de noviembre de 2019,NA,NA
24,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,78,29,Sábado 23 de noviembre de 2019,NA,NA
24,Pacientes HospitalizadosÚltimas24 hrs.,RM,14,29,Sábado 23 de noviembre de 2019,NA,NA
24,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,5,29,Sábado 23 de noviembre de 2019,NA,NA
24,Pacientes Hospitalizados (actuales),RM,49,29,Sábado 23 de noviembre de 2019,NA,NA
24,Pacientes Hospitalizados (actuales),Regiones,53,29,Sábado 23 de noviembre de 2019,NA,NA
24,Riesgovital,RM,1,29,Sábado 23 de noviembre de 2019,NA,NA
24,Riesgovital,Regiones,1,29,Sábado 23 de noviembre de 2019,NA,NA
24,Fallecidos (acumulado),RM,3,29,Sábado 23 de noviembre de 2019,NA,NA
24,Fallecidos (acumulado),Regiones,3,29,Sábado 23 de noviembre de 2019,NA,NA
25,Atenciones de UrgenciaÚltimas24 hrs.,RM,57,28,Viernes 22 de noviembre de 2019,NA,NA
25,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,261,28,Viernes 22 de noviembre de 2019,NA,NA
25,Pacientes HospitalizadosÚltimas24 hrs.,RM,4,28,Viernes 22 de noviembre de 2019,NA,NA
25,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,9,28,Viernes 22 de noviembre de 2019,NA,NA
25,Pacientes Hospitalizados (actuales),RM,42,28,Viernes 22 de noviembre de 2019,NA,NA
25,Pacientes Hospitalizados (actuales),Regiones,53,28,Viernes 22 de noviembre de 2019,NA,NA
25,Riesgovital,RM,1,28,Viernes 22 de noviembre de 2019,NA,NA
25,Riesgovital,Regiones,1,28,Viernes 22 de noviembre de 2019,NA,NA
25,Fallecidos (acumulado),RM,3,28,Viernes 22 de noviembre de 2019,NA,NA
25,Fallecidos (acumulado),Regiones,3,28,Viernes 22 de noviembre de 2019,NA,NA
26,Atenciones de UrgenciaÚltimas24 hrs.,RM,32,27,Jueves 21 de noviembre de 2019,NA,NA
26,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,52,27,Jueves 21 de noviembre de 2019,NA,NA
26,Pacientes HospitalizadosÚltimas24 hrs.,RM,6,27,Jueves 21 de noviembre de 2019,NA,NA
26,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,27,Jueves 21 de noviembre de 2019,NA,NA
26,Pacientes Hospitalizados (actuales),RM,42,27,Jueves 21 de noviembre de 2019,NA,NA
26,Pacientes Hospitalizados (actuales),Regiones,57,27,Jueves 21 de noviembre de 2019,NA,NA
26,Riesgovital,RM,2,27,Jueves 21 de noviembre de 2019,NA,NA
26,Riesgovital,Regiones,1,27,Jueves 21 de noviembre de 2019,NA,NA
26,Fallecidos (acumulado),RM,3,27,Jueves 21 de noviembre de 2019,NA,NA
26,Fallecidos (acumulado),Regiones,3,27,Jueves 21 de noviembre de 2019,NA,NA
27,Atenciones de UrgenciaÚltimas24 hrs.,RM,50,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,58,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Pacientes HospitalizadosÚltimas24 hrs.,RM,7,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,2,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Pacientes Hospitalizados (actuales),RM,47,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Pacientes Hospitalizados (actuales),Regiones,56,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Riesgovital,RM,2,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Riesgovital,Regiones,1,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Fallecidos (acumulado),RM,3,26,Miércoles 20 de noviembre de 2019,NA,NA
27,Fallecidos (acumulado),Regiones,3,26,Miércoles 20 de noviembre de 2019,NA,NA
28,Atenciones de UrgenciaÚltimas24 hrs.,RM,83,25,Martes 19 de noviembre de 2019,NA,NA
28,Atenciones de UrgenciaÚltimas24 hrs.,Regiones,113,25,Martes 19 de noviembre de 2019,NA,NA
28,Pacientes HospitalizadosÚltimas24 hrs.,RM,6,25,Martes 19 de noviembre de 2019,NA,NA
28,Pacientes HospitalizadosÚltimas24 hrs.,Regiones,3,25,Martes 19 de noviembre de 2019,NA,NA
28,Pacientes Hospitalizados (actuales),RM,47,25,Martes 19 de noviembre de 2019,NA,NA
28,Pacientes Hospitalizados (actuales),Regiones,61,25,Martes 19 de noviembre de 2019,NA,NA
28,Riesgovital,RM,3,25,Martes 19 de noviembre de 2019,NA,NA
28,Riesgovital,Regiones,2,25,Martes 19 de noviembre de 2019,NA,NA
28,Fallecidos (acumulado),RM,3,25,Martes 19 de noviembre de 2019,NA,NA
28,Fallecidos (acumulado),Regiones,3,25,Martes 19 de noviembre de 2019,NA,NA
